registry_number,business_name,entity_type,registry_date,associated_name_type,address,city,state,zip,business_details,address_continued,not_of_record_entity
16314312,GREATER PORTLAND BAPTIST CHURCH,DOMESTIC NONPROFIT CORPORATION,1982-09-14T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,17800 SE MAIN ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16314312&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16379810,ANDREA TERRACE CONDOMINIUM OWNERS' ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1982-10-13T00:00:00.000,MAILING ADDRESS,12504-OFFICE SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16379810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16379810,ANDREA TERRACE CONDOMINIUM OWNERS' ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1982-10-13T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,12504-OFFICE SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16379810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16379810,ANDREA TERRACE CONDOMINIUM OWNERS' ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1982-10-13T00:00:00.000,REGISTERED AGENT,12510 SE STARK UNIT E,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16379810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16975716,"JANCRAFT VISUAL PRODUCTIONS, INC.",DOMESTIC NONPROFIT CORPORATION,1983-07-01T00:00:00.000,REGISTERED AGENT,15234 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16975716&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16983710,"METRO SAFETY & FIRE, INC.",DOMESTIC BUSINESS CORPORATION,1983-07-07T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14324 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16983710&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16983710,"METRO SAFETY & FIRE, INC.",DOMESTIC BUSINESS CORPORATION,1983-07-07T00:00:00.000,REGISTERED AGENT,14324 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16983710&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17096918,"JL INDUSTRIES, INC.",DOMESTIC BUSINESS CORPORATION,1983-08-26T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,802 SE 199TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17096918&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17309816,THE WALLACE MEDICAL CONCERN,DOMESTIC NONPROFIT CORPORATION,1983-12-07T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18633 SE STARK ST STE 401,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17309816&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17319112,"RFI ELECTRONICS, INC. - OREGON",DOMESTIC BUSINESS CORPORATION,1983-12-08T00:00:00.000,MAILING ADDRESS,6755 SW SANDBURG ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17319112&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17319112,"RFI ELECTRONICS, INC. - OREGON",DOMESTIC BUSINESS CORPORATION,1983-12-08T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,6755 SW SANDBURG ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17319112&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17319112,"RFI ELECTRONICS, INC. - OREGON",DOMESTIC BUSINESS CORPORATION,1983-12-08T00:00:00.000,REGISTERED AGENT,6755 SW SANDBURG ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17319112&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17607110,"NEWBERG STORAGE & RENTAL, INC.",DOMESTIC BUSINESS CORPORATION,1984-04-25T00:00:00.000,MAILING ADDRESS,14161 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17607110&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17607110,"NEWBERG STORAGE & RENTAL, INC.",DOMESTIC BUSINESS CORPORATION,1984-04-25T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14161 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17607110&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17607110,"NEWBERG STORAGE & RENTAL, INC.",DOMESTIC BUSINESS CORPORATION,1984-04-25T00:00:00.000,REGISTERED AGENT,14161 SE SALMON ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17607110&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20105417,"KERR PROPERTIES, INC.",DOMESTIC BUSINESS CORPORATION,1984-06-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18024 SE PINE ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20105417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20105417,"KERR PROPERTIES, INC.",DOMESTIC BUSINESS CORPORATION,1984-06-21T00:00:00.000,REGISTERED AGENT,18024 SE PINE ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20105417&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20136412,"HAWTHORNE WOODWORKING, INC.",DOMESTIC BUSINESS CORPORATION,1984-07-03T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18450 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20136412&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20149811,"INTERWEST PROPERTIES, INC.",DOMESTIC BUSINESS CORPORATION,1984-07-11T00:00:00.000,MAILING ADDRESS,2323 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20149811&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20149811,"INTERWEST PROPERTIES, INC.",DOMESTIC BUSINESS CORPORATION,1984-07-11T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,2323 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20149811&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20149811,"INTERWEST PROPERTIES, INC.",DOMESTIC BUSINESS CORPORATION,1984-07-11T00:00:00.000,REGISTERED AGENT,2323 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20149811&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20219515,"PETERSEN, RIDER & LEARY INSURANCE, INC.",DOMESTIC BUSINESS CORPORATION,1984-08-07T00:00:00.000,MAILING ADDRESS,14150 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20219515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20219515,"PETERSEN, RIDER & LEARY INSURANCE, INC.",DOMESTIC BUSINESS CORPORATION,1984-08-07T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14150 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20219515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20219515,"PETERSEN, RIDER & LEARY INSURANCE, INC.",DOMESTIC BUSINESS CORPORATION,1984-08-07T00:00:00.000,REGISTERED AGENT,14150 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20219515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
21120514,CLIFF'S CLASSIC CHEVROLET PARTS CO.,DOMESTIC BUSINESS CORPORATION,1985-07-12T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,619 SE 202ND,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=21120514&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
21120514,CLIFF'S CLASSIC CHEVROLET PARTS CO.,DOMESTIC BUSINESS CORPORATION,1985-07-12T00:00:00.000,REGISTERED AGENT,619 SE 202ND,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=21120514&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
21253919,THE YUKON COMPANY,DOMESTIC BUSINESS CORPORATION,1985-08-29T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,709 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=21253919&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
386086,"OREGON CAM GRINDING, INC.",DOMESTIC BUSINESS CORPORATION,1985-11-08T00:00:00.000,MAILING ADDRESS,1751 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=386086&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
386086,"OREGON CAM GRINDING, INC.",DOMESTIC BUSINESS CORPORATION,1985-11-08T00:00:00.000,REGISTERED AGENT,1751 SE 162ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=386086&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
1385384,"DAVID DOUGLAS DAY CARE, INC.",DOMESTIC BUSINESS CORPORATION,1985-12-09T00:00:00.000,MAILING ADDRESS,1610 SE 130TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=1385384&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
1385384,"DAVID DOUGLAS DAY CARE, INC.",DOMESTIC BUSINESS CORPORATION,1985-12-09T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1610 SE 130TH,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=1385384&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
1385384,"DAVID DOUGLAS DAY CARE, INC.",DOMESTIC BUSINESS CORPORATION,1985-12-09T00:00:00.000,REGISTERED AGENT,1610 SE 130TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=1385384&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
4090486,GIUSEPPE'S ITALIAN RESTAURANT INC.,DOMESTIC BUSINESS CORPORATION,1986-08-01T00:00:00.000,MAILING ADDRESS,17937 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=4090486&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
4090486,GIUSEPPE'S ITALIAN RESTAURANT INC.,DOMESTIC BUSINESS CORPORATION,1986-08-01T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,17937 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=4090486&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
4090486,GIUSEPPE'S ITALIAN RESTAURANT INC.,DOMESTIC BUSINESS CORPORATION,1986-08-01T00:00:00.000,REGISTERED AGENT,17937 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=4090486&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5433081,"MORNINGSTAR MONTESSORI HOUSE OF CHILDREN, INC.",DOMESTIC BUSINESS CORPORATION,1986-11-21T00:00:00.000,MAILING ADDRESS,17011 SE MAIN ST PORTLAND OREGON USA,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5433081&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5433081,"MORNINGSTAR MONTESSORI HOUSE OF CHILDREN, INC.",DOMESTIC BUSINESS CORPORATION,1986-11-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1015 SE 182ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5433081&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5433081,"MORNINGSTAR MONTESSORI HOUSE OF CHILDREN, INC.",DOMESTIC BUSINESS CORPORATION,1986-11-21T00:00:00.000,REGISTERED AGENT,17011 SE MAIN,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5433081&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5795380,"HUGHES MEMORIAL UNITED METHODIST CHURCH, INC.",DOMESTIC NONPROFIT CORPORATION,1987-01-09T00:00:00.000,REGISTERED AGENT,14142 EAST BURNSIDE #4,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5795380&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6800585,LOVE BOUTIQUE,ASSUMED BUSINESS NAME,1987-03-23T00:00:00.000,AUTHORIZED REPRESENTATIVE,709 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6800585&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6800585,LOVE BOUTIQUE,ASSUMED BUSINESS NAME,1987-03-23T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1720 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6800585&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7041981,PORTLAND CHODAE CHURCH,DOMESTIC NONPROFIT CORPORATION,1987-04-02T00:00:00.000,MAILING ADDRESS,679 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7041981&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7041981,PORTLAND CHODAE CHURCH,DOMESTIC NONPROFIT CORPORATION,1987-04-02T00:00:00.000,REGISTERED AGENT,679 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7041981&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7142383,CASH AMERICA,ASSUMED BUSINESS NAME,1987-04-09T00:00:00.000,AUTHORIZED REPRESENTATIVE,16030 SE TAYLOR ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7142383&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7142383,CASH AMERICA,ASSUMED BUSINESS NAME,1987-04-09T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,16030 SE TAYLOR ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7142383&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8935983,ST. MARY'S ROMANIAN ORTHODOX CHURCH,DOMESTIC NONPROFIT CORPORATION,1987-09-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,13505 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8935983&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12144184,"E T BURNER & BOILER SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1988-07-01T00:00:00.000,REGISTERED AGENT,1246 SE 139TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12144184&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12305587,FORMATIONS INC.,DOMESTIC BUSINESS CORPORATION,1988-07-18T00:00:00.000,MAILING ADDRESS,621 SE 202ND AVENUE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12305587&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12305587,FORMATIONS INC.,DOMESTIC BUSINESS CORPORATION,1988-07-18T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,621 SE 202ND,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12305587&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12305587,FORMATIONS INC.,DOMESTIC BUSINESS CORPORATION,1988-07-18T00:00:00.000,REGISTERED AGENT,621 SE 202ND AVENUE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12305587&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12359881,OUTRAGEOUS AUDIO UNLIMITED INC.,DOMESTIC BUSINESS CORPORATION,1988-07-21T00:00:00.000,MAILING ADDRESS,19140 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12359881&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12359881,OUTRAGEOUS AUDIO UNLIMITED INC.,DOMESTIC BUSINESS CORPORATION,1988-07-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,19140 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12359881&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
12359881,OUTRAGEOUS AUDIO UNLIMITED INC.,DOMESTIC BUSINESS CORPORATION,1988-07-21T00:00:00.000,REGISTERED AGENT,19140 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=12359881&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
14062087,RON TONKIN MAZDA,ASSUMED BUSINESS NAME,1988-12-29T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,750 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=14062087&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
14150288,HOLY NATIVITY OF THE THEOTOKOS ORTHODOX CHURCH INC.,DOMESTIC NONPROFIT CORPORATION,1989-01-05T00:00:00.000,REGISTERED AGENT,16360 SE STARK STREET #13,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=14150288&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16461485,RAY & SONS INC,DOMESTIC BUSINESS CORPORATION,1989-07-17T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,14801 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16461485&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16461485,RAY & SONS INC,DOMESTIC BUSINESS CORPORATION,1989-07-17T00:00:00.000,REGISTERED AGENT,14801 SE STARK,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16461485&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
16699589,MIDWAY TAX SERVICE,ASSUMED BUSINESS NAME,1989-08-02T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,12654 SE STARK ST,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=16699589&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17193681,CASCADE TAX SERVICE,ASSUMED BUSINESS NAME,1989-10-02T00:00:00.000,AUTHORIZED REPRESENTATIVE,1233 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17193681&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
17893181,"BEST MANUFACTURERS, INC.",DOMESTIC BUSINESS CORPORATION,1989-11-13T00:00:00.000,REGISTERED AGENT,1233 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=17893181&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
18337683,"OMEGA CREMATION AND BURIAL SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1989-12-21T00:00:00.000,MAILING ADDRESS,233 SE 122ND AVENUE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=18337683&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
18337683,"OMEGA CREMATION AND BURIAL SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1989-12-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,223 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=18337683&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
18337683,"OMEGA CREMATION AND BURIAL SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1989-12-21T00:00:00.000,REGISTERED AGENT,223 SE 122ND AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=18337683&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
19501287,FAST & SON CONSTRUCTION CO.,DOMESTIC BUSINESS CORPORATION,1990-03-21T00:00:00.000,MAILING ADDRESS,18022 SE CLAY,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=19501287&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
19501287,FAST & SON CONSTRUCTION CO.,DOMESTIC BUSINESS CORPORATION,1990-03-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,18022 SE CLAY,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=19501287&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
19501287,FAST & SON CONSTRUCTION CO.,DOMESTIC BUSINESS CORPORATION,1990-03-21T00:00:00.000,REGISTERED AGENT,18022 SE CLAY,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=19501287&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20148185,"OUTDOOR ALUMINUM, INCORPORATED",FOREIGN BUSINESS CORPORATION,1990-05-07T00:00:00.000,REGISTERED AGENT,1133 SE 122ND,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20148185&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
20163481,VIDEO-TO-VIDEO,ASSUMED BUSINESS NAME,1990-05-08T00:00:00.000,AUTHORIZED REPRESENTATIVE,2024 SE 158TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=20163481&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
21585583,"RESOURCES NORTHWEST, INC.",DOMESTIC BUSINESS CORPORATION,1990-08-30T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,606 SE 148TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=21585583&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
21993688,"ZORNADO ENTERPRISES, INC.",DOMESTIC BUSINESS CORPORATION,1990-10-01T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1209 SE 190TH AVE,PORTLAND,OR,97233,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=21993688&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
